"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"L",153,0.5,2022,"2022-06-02 09:06:50",0.85,8.52,97.9,18.69,5.83,345,10,NA
"R",153,0.5,2022,"2022-06-02 08:39:50",0.73,8.64,99.6,18.82,5.79,409,12,NA
"T",153,0.5,2022,"2022-06-02 09:47:50",2.38,8.47,98.3,19.13,5.7,357,8,NA
"L",154,0.5,2022,"2022-06-03 10:58:50",1.99,8.61,97.8,18.06,NA,352,10,"pH"
"R",154,0.5,2022,"2022-06-03 10:34:50",1.28,8.37,95.4,18.26,NA,426,12,"pH"
"T",154,0.5,2022,"2022-06-03 11:28:50",2.31,8.32,95.3,18.48,NA,135,8,"pH"
"L",155,0.5,2022,"2022-06-04 09:14:50",1.595,8.77,98.8,17.67,6.64,350,10,NA
"R",155,0.5,2022,"2022-06-04 08:50:50",1.46,8.68,98.2,17.88,6.52,390,12,NA
"T",155,0.5,2022,"2022-06-04 08:22:50",3.89,8.3,93.9,17.86,NA,412,8,"pH"
"L",156,0.5,2022,"2022-06-05 09:19:50",0.32,8.6,97.7,18.05,6.45,293,10,NA
"R",156,0.5,2022,"2022-06-05 08:57:50",0.88,8.63,98.1,18.09,6.24,368,12,NA
"T",156,0.5,2022,"2022-06-05 08:29:50",1.22,8.18,93,18.12,NA,473,8,"pH"
"L",157,0.5,2022,"2022-06-06 09:01:50",1.98,8.41,95.1,17.85,6.09,346,10,NA
"R",157,0.5,2022,"2022-06-06 09:25:50",2.28,8.47,96.2,18.09,6.36,402,12,NA
"T",157,0.5,2022,"2022-06-06 08:32:50",4.07,8.11,92.3,18.13,5.95,430,8,NA
"L",158,0.5,2022,"2022-06-07 09:28:50",0.34,8.27,94.4,18.32,6.19,64,10,NA
"R",158,0.5,2022,"2022-06-07 09:00:50",0.9,8.52,97.5,18.44,6.28,98,12,NA
"T",158,0.5,2022,"2022-06-07 08:33:50",2.57,7.93,90.7,18.42,6,117,8,NA
"L",159,0.5,2022,"2022-06-08 08:52:50",0.47,8.26,94.9,18.61,6.37,330,10,NA
"R",159,0.5,2022,"2022-06-08 08:28:50",2,8.49,97.7,18.71,6.1,363,12,NA
"T",159,0.5,2022,"2022-06-08 09:29:50",1.14,8.18,94.8,19.04,6.18,282,8,NA
"L",160,0.5,2022,"2022-06-09 09:07:50",0.17,8.02,91.6,18.33,5.84,303,10,NA
"R",160,0.5,2022,"2022-06-09 09:34:50",0.84,8.5,97.6,18.6,6.1,323,12,NA
"T",160,0.5,2022,"2022-06-09 10:19:50",0.67,8.12,93.9,19,5.71,0,8,NA
"L",161,0.5,2022,"2022-06-10 11:19:50",0,8.18,95.8,19.58,5.89,278,10,NA
"R",161,0.5,2022,"2022-06-10 10:50:50",0.69,8.51,100,19.76,5.73,315,12,NA
"T",161,0.5,2022,"2022-06-10 12:13:50",0.81,8.21,97.7,20.37,5.58,70,8,NA
"L",162,0.5,2022,"2022-06-11 08:37:50",0.36,7.86,91.9,19.51,6.09,267,10,NA
"R",162,0.5,2022,"2022-06-11 12:15:50",2.44,8.2,95.8,19.44,6.37,357,12,NA
"T",162,0.5,2022,"2022-06-11 12:51:50",3.47,7.78,91.2,19.63,6.01,388,8,NA
"L",163,0.5,2022,"2022-06-12 09:50:50",0.01,7.91,90.8,18.57,5.97,276,10,NA
"R",163,0.5,2022,"2022-06-12 09:26:50",1.08,8.22,94.5,18.65,5.5,371,12,NA
"T",163,0.5,2022,"2022-06-12 10:19:50",0.8,7.87,91.1,19.02,5.78,215,8,NA
"L",164,0.5,2022,"2022-06-13 10:33:20",0.46,8,92.2,18.79,6.14,334,10,NA
"R",164,0.5,2022,"2022-06-13 11:10:50",1.615,8.37,96.6,18.86,6.3,334,12,NA
"T",164,0.5,2022,"2022-06-13 10:01:50",4,8.04,92.8,18.85,5.8,376,8,NA
"L",165,0.5,2022,"2022-06-14 09:48:50",0.43,7.88,90.5,18.64,6.27,333,10,NA
"R",165,0.5,2022,"2022-06-14 09:18:50",1.41,8.33,95.9,18.71,6.36,330,12,NA
"T",165,0.5,2022,"2022-06-14 08:41:50",4.32,7.95,91.2,18.6,5.74,398,8,NA
"L",166,0.5,2022,"2022-06-15 10:42:50",0.01,8.03,97.7,21.5,NA,50,10,"pH"
"R",166,0.5,2022,"2022-06-15 11:04:50",0.99,8.01,98.7,22.16,NA,103,12,"pH"
"T",166,0.5,2022,"2022-06-15 11:36:50",3.86,8.03,99.7,22.52,NA,157,8,"pH"
"L",167,0.5,2022,"2022-06-16 09:36:50",0.07,7.63,90.8,20.42,NA,295,10,"pH"
"R",167,0.5,2022,"2022-06-16 09:59:50",0.34,7.72,92.3,20.62,NA,309,12,"pH"
"T",167,0.5,2022,"2022-06-16 10:34:50",4.46,7.95,96.1,21.2,NA,394,8,"pH"
"L",168,0.5,2022,"2022-06-17 07:30:50",0.37,7.92,92.8,19.62,NA,316,10,"pH"
"R",168,0.5,2022,"2022-06-17 07:53:50",0.96,8.07,94.8,19.78,NA,321,11,"pH"
"T",168,0.5,2022,"2022-06-17 08:23:50",3.78,7.93,93.5,19.95,NA,373,8,"pH"
"L",169,0.5,2022,"2022-06-18 10:36:50",0,7.88,93.7,20.35,NA,299,10,"pH"
"R",169,0.5,2022,"2022-06-18 10:58:50",0.74,8.15,97.2,20.49,NA,326,11,"pH"
"T",169,0.5,2022,"2022-06-18 11:25:50",1.14,8.25,99.4,21,NA,3727,8,"pH"
"L",170,0.5,2022,"2022-06-19 09:52:50",0.13,7.67,91.7,20.56,NA,308,10,"pH"
"R",170,0.5,2022,"2022-06-19 10:13:50",1.06,8.11,96.4,20.34,NA,340,11,"pH"
"T",170,0.5,2022,"2022-06-19 10:42:50",3.43,8.13,97.1,20.56,NA,349,8,"pH"
"L",171,0.5,2022,"2022-06-20 09:21:50",0.01,7.84,95,21.32,NA,263,10,"pH"
"R",171,0.5,2022,"2022-06-20 09:54:50",0.28,7.99,96.8,21.33,NA,250,12,"pH"
"T",171,0.5,2022,"2022-06-20 08:54:50",2.96,8.03,97.3,21.32,NA,301,8,"pH"
"L",172,0.5,2022,"2022-06-21 09:42:50",0.08,7.63,97.8,24.21,NA,282,10,"pH"
"R",172,0.5,2022,"2022-06-21 09:12:50",0.43,7.73,99.1,24.2,NA,265,12,"pH"
"T",172,0.5,2022,"2022-06-21 08:42:50",2.37,7.91,100.2,23.64,NA,897,8,"pH"
"L",173,0.5,2022,"2022-06-22 09:08:50",0.19,NA,NA,23.18,NA,277,10,"pH"
"R",173,0.5,2022,"2022-06-22 08:42:50",0.34,NA,NA,23.24,NA,332,12,"pH"
"T",173,0.5,2022,"2022-06-22 10:25:50",2.59,7.48,94.1,23.26,NA,353,9,"pH"
"L",174,0.5,2022,"2022-06-23 09:07:50",0.04,7.35,91.9,22.88,NA,282,10,"pH"
"R",174,0.5,2022,"2022-06-23 08:35:50",0.75,7.82,97.6,22.81,NA,373,12,"pH"
"T",174,0.5,2022,"2022-06-23 09:37:50",1.37,7.42,93.1,23.08,NA,228,9,"pH"
"L",175,0.5,2022,"2022-06-24 09:39:50",0,7.58,97,24.17,6.31,280,10,NA
"R",175,0.5,2022,"2022-06-24 09:12:50",0.17,7.57,96.9,24.15,6.33,251,12,NA
"T",175,0.5,2022,"2022-06-24 08:40:50",2.68,7.31,93.7,24.23,6.04,324,9,NA
"L",176,0.5,2022,"2022-06-25 08:16:50",0.41,7.48,96.4,24.53,6.35,269,10,NA
"R",176,0.5,2022,"2022-06-25 07:54:50",0.52,7.6,97.7,24.37,6.18,321,12,NA
"T",176,0.5,2022,"2022-06-25 07:29:50",3.35,7.2,93.1,24.67,5.9,359,9,NA
"L",177,0.5,2022,"2022-06-26 10:08:50",0.36,7.23,90.4,22.87,6.27,317,10,NA
"R",177,0.5,2022,"2022-06-26 09:41:50",0.65,7.57,94.3,22.71,6.04,337,12,NA
"T",177,0.5,2022,"2022-06-26 09:14:50",4.97,7.13,89.2,22.93,5.47,447,8,NA
"L",178,0.5,2022,"2022-06-27 08:38:50",0.28,7.72,92.7,20.84,4.97,404,NA,NA
"R",178,0.5,2022,"2022-06-27 09:34:50",0.27,8.12,97.4,20.8,6.08,328,NA,NA
"T",178,0.5,2022,"2022-06-27 09:06:50",2.39,7.54,90.4,20.73,5.91,229,NA,NA
"L",179,0.5,2022,"2022-06-28 09:12:50",0.26,7.7,93.4,21.38,5.91,311,10,NA
"R",179,0.5,2022,"2022-06-28 08:44:50",0.39,7.93,96.2,21.37,5.97,344,12,NA
"T",179,0.5,2022,"2022-06-28 09:59:50",3.29,7.7,93.6,21.45,5.75,397,9,NA
"L",180,0.5,2022,"2022-06-29 09:20:50",0.32,7.61,91.7,20.99,5.93,326,10,NA
"R",180,0.5,2022,"2022-06-29 09:46:50",0.32,7.68,92.5,21.02,6.08,284,12,NA
"T",180,0.5,2022,"2022-06-29 08:44:50",2.32,7.55,90.8,20.95,5.1,2047,9,NA
"L",181,0.5,2022,"2022-06-30 10:07:50",0.42,7.57,91.7,21.33,6.04,323,10,NA
"R",181,0.5,2022,"2022-06-30 09:43:50",0.94,7.99,96.5,21.13,6.08,363,12,NA
"T",181,0.5,2022,"2022-06-30 09:13:50",4.8,7.58,91.5,21.14,5.8,412,9,NA
"L",182,0.5,2022,"2022-07-01 10:15:50",0.1,8.12,99.9,22.35,6.38,300,10,NA
"R",182,0.5,2022,"2022-07-01 09:23:50",0.27,8.57,105.2,22.16,5.88,286,12,NA
"T",182,0.5,2022,"2022-07-01 08:54:50",2.285,8.39,102.7,22.08,5.49,434,9,NA
"L",183,0.5,2022,"2022-07-02 09:21:50",0.18,7.88,96.1,21.9,5.9,283,10,NA
"R",183,0.5,2022,"2022-07-02 08:51:50",0.85,8.34,101.6,21.8,5.84,380,12,NA
"T",183,0.5,2022,"2022-07-02 08:23:50",1.8,8.07,98.3,21.83,5.53,399,8,NA
"L",184,0.5,2022,"2022-07-03 10:54:50",0.09,8.12,99.9,22.32,6.31,297,10,NA
"R",184,0.5,2022,"2022-07-03 10:34:50",0.24,8.34,102.4,22.21,6.11,304,12,NA
"T",184,0.5,2022,"2022-07-03 10:10:50",1,7.8,96,22.34,5.43,2998,9,NA
"L",186,0.5,2022,"2022-07-05 08:47:50",0.78,7.62,93.6,22.2,5.83,442,11,NA
"R",186,0.5,2022,"2022-07-05 09:42:50",2.34,8.2,100.8,22.26,6.05,393,12,NA
"T",186,0.5,2022,"2022-07-05 09:14:50",3.93,7.83,96.4,22.35,5.75,419,8,NA
"L",188,0.5,2022,"2022-07-07 08:57:50",1.29,7.79,96.4,22.6,5.98,440,11,NA
"R",188,0.5,2022,NA,1.835,NA,103.8,NA,6.12,434,12,NA
"T",188,0.5,2022,"2022-07-07 08:33:50",4.52,7.82,97.2,22.86,5.62,503,8,NA
"L",190,0.5,2022,"2022-07-09 09:50:50",1.21,7.79,97.9,23.4,6.19,352,11,NA
"R",190,0.5,2022,"2022-07-09 09:10:50",3.15,8.36,105.2,23.46,6.09,399,12,NA
"T",190,0.5,2022,"2022-07-09 08:42:50",1.33,7.94,100.1,23.59,5.77,968,9,NA
"L",192,0.5,2022,"2022-07-11 11:28:50",0.03,7.85,100.4,24.33,5.95,518,11,NA
"R",192,0.5,2022,"2022-07-11 09:20:50",0.92,NA,NA,24.06,5.89,351,12,NA
"T",192,0.5,2022,"2022-07-11 12:01:50",2.82,7.74,99.7,24.69,5.9,375,9,NA
"L",194,0.5,2022,"2022-07-13 09:13:50",0.03,7.7,96.4,23.21,6.07,346,11,NA
"R",194,0.5,2022,"2022-07-13 08:47:50",2.1,8.05,100.8,23.26,6.04,363,12,NA
"T",194,0.5,2022,"2022-07-13 09:54:50",1.84,7.57,95.2,23.48,6.16,367,9,NA
"L",196,0.5,2022,"2022-07-15 09:04:50",0.3,7.61,95.6,23.41,5.81,411,11,NA
"R",196,0.5,2022,"2022-07-15 09:25:50",2.83,8.04,100.9,23.38,6.2,284,12,NA
"T",196,0.5,2022,"2022-07-15 10:04:50",3.11,7.54,94.6,23.32,5.98,366,9,NA
"L",198,0.5,2022,"2022-07-17 09:12:50",0.64,7.86,100.6,24.38,6.42,346,11,NA
"R",198,0.5,2022,"2022-07-17 08:48:50",2.42,7.76,99.2,24.37,6.37,324,12,NA
"T",198,0.5,2022,"2022-07-17 09:39:50",1.05,7.8,100,24.52,6.25,537,9,NA
"L",200,0.5,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,0.5,2022,"2022-07-19 08:55:50",2.83,7.6,100,25.86,6.39,310,12,NA
"T",200,0.5,2022,"2022-07-19 09:29:50",3.08,7.49,98.3,25.76,6.01,358,9,NA
"L",202,0.5,2022,"2022-07-21 11:33:50",0.42,7.47,96.2,24.7,5.85,353,11,NA
"R",202,0.5,2022,"2022-07-21 11:54:50",0.38,7.81,100.9,24.87,6.18,304,12,NA
"T",202,0.5,2022,"2022-07-21 12:25:50",2.47,7.69,99.2,24.81,5.96,394,9,NA
"L",204,0.5,2022,"2022-07-23 09:25:50",1.86,7.44,96,24.81,6.53,281,11,NA
"R",204,0.5,2022,"2022-07-23 09:02:50",2.46,7.7,99.5,24.89,6.42,276,12,NA
"T",204,0.5,2022,"2022-07-23 08:36:50",2.18,7.77,100.2,24.78,6.16,3198,9,NA
"L",206,0.5,2022,"2022-07-25 10:39:50",0.37,7.55,94.5,23.21,6.04,303,11,NA
"R",206,0.5,2022,"2022-07-25 11:01:50",1.625,8.07,101.4,23.41,6.28,284,12,NA
"T",206,0.5,2022,"2022-07-25 10:16:50",2.88,7.37,92,23.12,5.63,439,9,NA
"L",210,0.5,2022,"2022-07-29 09:15:50",1.62,7.89,96.8,22.14,6.3,341,11,NA
"R",210,0.5,2022,"2022-07-29 08:53:50",0.91,8.07,99,22.18,6.22,377,12,NA
"T",210,0.5,2022,"2022-07-29 08:27:50",3.04,7.45,91.2,22.07,5.63,500,9,NA
"L",212,0.5,2022,"2022-07-31 12:58:50",0.06,8.23,104.9,24.15,6.39,0,10,NA
"R",212,0.5,2022,"2022-07-31 12:36:50",0.22,8.32,105.8,24.07,6.34,228,12,NA
"T",212,0.5,2022,"2022-07-31 12:07:50",1.21,7.91,100.8,24.16,5.8,326,9,NA
"L",213,0.5,2022,"2022-08-01 12:36:50",1.47,8.25,103.3,23.24,6.53,432,11,NA
"R",213,0.5,2022,"2022-08-01 12:08:50",0.94,8.05,100.9,23.3,6.42,324,12,NA
"T",213,0.5,2022,"2022-08-01 11:42:50",2.88,7.79,97.6,23.31,5.74,404,9,NA
"L",214,0.5,2022,"2022-08-02 09:52:50",0.94,8.13,100.6,22.56,6.06,346,10,NA
"R",214,0.5,2022,"2022-08-02 10:52:50",0.47,7.95,98.8,22.81,6.53,271,12,NA
"T",214,0.5,2022,"2022-08-02 10:24:50",2.1,7.46,92.5,22.7,5.95,330,9,NA
"L",216,0.5,2022,"2022-08-04 14:26:50",0.71,8.42,107.8,24.37,6.58,0,10,NA
"R",216,0.5,2022,"2022-08-04 14:03:50",0.43,8.07,102.4,23.92,6.4,286,12,NA
"T",216,0.5,2022,"2022-08-04 13:39:50",1.3,7.83,99.3,23.94,6.03,600,9,NA
"L",218,0.5,2022,"2022-08-06 12:17:50",1.21,8.2,105.2,24.49,6.62,300,10,NA
"R",218,0.5,2022,"2022-08-06 11:52:50",0.5,7.83,99.9,24.22,6.62,274,12,NA
"T",218,0.5,2022,"2022-08-06 11:23:50",2.82,7.9,100.8,24.26,5.9,364,9,NA
"L",220,0.5,2022,"2022-08-08 09:26:50",0.91,8.16,101.9,23.08,6.45,1338,10,NA
"R",220,0.5,2022,"2022-08-08 09:52:50",0.31,7.84,98.1,23.2,6.62,281,12,NA
"T",220,0.5,2022,"2022-08-08 08:52:50",2.58,7.71,96.6,23.21,5.6,371,9,NA
"L",153,0.75,2022,NA,2.24,NA,98.8,NA,5.875,349.5,10,NA
"R",153,0.75,2022,NA,1.125,NA,98.75,NA,5.87,422,12,NA
"T",153,0.75,2022,NA,2.79,NA,97.35,NA,5.715,360.5,8,NA
"L",154,0.75,2022,NA,1.96,NA,97.8,NA,NA,365.5,10,NA
"R",154,0.75,2022,NA,1.53,NA,95.2,NA,NA,430,12,NA
"T",154,0.75,2022,NA,2.315,NA,95.2,NA,NA,311,8,NA
"L",155,0.75,2022,NA,1.9325,NA,98.5,NA,6.635,341,10,NA
"R",155,0.75,2022,NA,1.995,NA,98.25,NA,6.525,360.5,12,NA
"T",155,0.75,2022,NA,3.97,NA,94,NA,NA,390,8,NA
"L",156,0.75,2022,NA,0.7,NA,97.25,NA,6.445,310.5,10,NA
"R",156,0.75,2022,NA,1.7,NA,97.15,NA,6.265,375.5,12,NA
"T",156,0.75,2022,NA,2.335,NA,92.05,NA,NA,454.5,8,NA
"L",157,0.75,2022,NA,2.16,NA,95.2,NA,6.1,346,10,NA
"R",157,0.75,2022,NA,2.32,NA,96.35,NA,6.375,391,12,NA
"T",157,0.75,2022,NA,4.075,NA,92.05,NA,5.95,443,8,NA
"L",158,0.75,2022,NA,0.76,NA,93.9,NA,6.2,73,10,NA
"R",158,0.75,2022,NA,1.65,NA,96.8,NA,6.29,129.5,12,NA
"T",158,0.75,2022,NA,2.675,NA,90.85,NA,5.99,115,8,NA
"L",159,0.75,2022,NA,0.585,NA,93.7,NA,6.355,337,10,NA
"R",159,0.75,2022,NA,2.525,NA,97.25,NA,6.145,386.5,12,NA
"T",159,0.75,2022,NA,1.915,NA,93.7,NA,6.16,263,8,NA
"L",160,0.75,2022,NA,0.205,NA,91.1,NA,5.895,308.5,10,NA
"R",160,0.75,2022,NA,1.14,NA,97.05,NA,6.145,355.5,12,NA
"T",160,0.75,2022,NA,1.045,NA,93.8,NA,5.765,52,8,NA
"L",161,0.75,2022,NA,0.12,NA,95.1,NA,5.96,287,10,NA
"R",161,0.75,2022,NA,0.685,NA,100.15,NA,5.9,335,12,NA
"T",161,0.75,2022,NA,0.99,NA,96.1,NA,5.675,222.5,8.5,NA
"L",162,0.75,2022,NA,0.485,NA,92.1,NA,6.105,277,10,NA
"R",162,0.75,2022,NA,2.495,NA,95.75,NA,6.38,350,12,NA
"T",162,0.75,2022,NA,3.52,NA,91.05,NA,6,371,8,NA
"L",163,0.75,2022,NA,0.115,NA,91.05,NA,6.005,281,10,NA
"R",163,0.75,2022,NA,1.78,NA,94.25,NA,5.67,379,12,NA
"T",163,0.75,2022,NA,1.115,NA,89.75,NA,5.785,107.5,8,NA
"L",164,0.75,2022,NA,0.465,NA,92.2,NA,6.15,323.5,10,NA
"R",164,0.75,2022,NA,1.8775,NA,96.4,NA,6.31,346,12,NA
"T",164,0.75,2022,NA,3.88,NA,92.95,NA,5.79,365,8,NA
"L",165,0.75,2022,NA,0.525,NA,90.05,NA,6.265,344.5,10,NA
"R",165,0.75,2022,NA,1.8,NA,95.7,NA,6.35,336.5,12,NA
"T",165,0.75,2022,NA,4.525,NA,91.4,NA,5.77,405.5,8,NA
"L",166,0.75,2022,NA,0.065,NA,96.05,NA,NA,61.5,10,NA
"R",166,0.75,2022,NA,1.105,NA,97.8,NA,NA,105.5,12,NA
"T",166,0.75,2022,NA,3.645,NA,99.55,NA,NA,150.5,8,NA
"L",167,0.75,2022,NA,0.095,NA,91.6,NA,NA,282,10,NA
"R",167,0.75,2022,NA,0.675,NA,91.75,NA,NA,310.5,12,NA
"T",167,0.75,2022,NA,4.905,NA,95.75,NA,NA,409,8,NA
"L",168,0.75,2022,NA,0.295,NA,92.3,NA,NA,311,10,NA
"R",168,0.75,2022,NA,1.055,NA,94.7,NA,NA,316,11,NA
"T",168,0.75,2022,NA,4.045,NA,93,NA,NA,371.5,8,NA
"L",169,0.75,2022,NA,0.045,NA,92.7,NA,NA,287.5,10,NA
"R",169,0.75,2022,NA,0.735,NA,95.65,NA,NA,315,11.5,NA
"T",169,0.75,2022,NA,2.11,NA,98.35,NA,NA,2019,8,NA
"L",170,0.75,2022,NA,0.285,NA,91.5,NA,NA,299.5,10,NA
"R",170,0.75,2022,NA,1.135,NA,96.2,NA,NA,328,11.5,NA
"T",170,0.75,2022,NA,3.715,NA,97.25,NA,NA,356.5,8,NA
"L",171,0.75,2022,NA,0.12,NA,93.85,NA,NA,254,10,NA
"R",171,0.75,2022,NA,0.425,NA,96.6,NA,NA,274.5,12,NA
"T",171,0.75,2022,NA,3.445,NA,97.05,NA,NA,340,8,NA
"L",172,0.75,2022,NA,0.31,NA,97.4,NA,NA,264.5,10,NA
"R",172,0.75,2022,NA,0.555,NA,99.2,NA,NA,268,11.5,NA
"T",172,0.75,2022,NA,2.945,NA,99.6,NA,NA,608,8,NA
"L",173,0.75,2022,NA,0.285,NA,NA,NA,NA,289.5,10,NA
"R",173,0.75,2022,NA,0.355,NA,NA,NA,NA,338,12,NA
"T",173,0.75,2022,NA,3.03,NA,94.3,NA,NA,344.5,8.5,NA
"L",174,0.75,2022,NA,0.16,NA,91.6,NA,NA,275.5,10,NA
"R",174,0.75,2022,NA,0.745,NA,95.15,NA,NA,364.5,12,NA
"T",174,0.75,2022,NA,2.05,NA,93.4,NA,NA,273,8.5,NA
"L",175,0.75,2022,NA,0.17,NA,94.55,NA,6.295,297.5,10.5,NA
"R",175,0.75,2022,NA,0.3,NA,97,NA,6.35,255,12,NA
"T",175,0.75,2022,NA,2.53,NA,94.15,NA,6.05,322,9,NA
"L",176,0.75,2022,NA,0.465,NA,96.25,NA,6.35,274,10,NA
"R",176,0.75,2022,NA,0.595,NA,97.8,NA,6.215,298.5,12,NA
"T",176,0.75,2022,NA,3.17,NA,93.2,NA,5.93,340,8.5,NA
"L",177,0.75,2022,NA,0.375,NA,90.25,NA,6.245,311,10,NA
"R",177,0.75,2022,NA,0.68,NA,94.2,NA,6.09,347.5,12,NA
"T",177,0.75,2022,NA,4.93,NA,89.05,NA,5.595,466.5,8,NA
"L",178,0.75,2022,NA,0.29,NA,92.65,NA,5.245,412,NA,NA
"R",178,0.75,2022,NA,0.31,NA,97.25,NA,6.115,436.5,NA,NA
"T",178,0.75,2022,NA,3.245,NA,90.2,NA,5.885,342.5,NA,NA
"L",179,0.75,2022,NA,0.29,NA,93.1,NA,5.945,312.5,10,NA
"R",179,0.75,2022,NA,0.545,NA,96.1,NA,6.05,329.5,12,NA
"T",179,0.75,2022,NA,4.58,NA,93.55,NA,5.78,417,9,NA
"L",180,0.75,2022,NA,0.34,NA,91.3,NA,5.97,319.5,10,NA
"R",180,0.75,2022,NA,0.61,NA,92.85,NA,6.12,287,12,NA
"T",180,0.75,2022,NA,4.185,NA,89.8,NA,5.305,1275.5,9,NA
"L",181,0.75,2022,NA,0.465,NA,91.95,NA,6.08,314,10.5,NA
"R",181,0.75,2022,NA,1.29,NA,96.45,NA,6.12,340,12,NA
"T",181,0.75,2022,NA,4.675,NA,91.05,NA,5.815,413.5,9,NA
"L",182,0.75,2022,NA,0.245,NA,99.05,NA,6.375,293,10,NA
"R",182,0.75,2022,NA,0.515,NA,104.35,NA,5.96,300,12,NA
"T",182,0.75,2022,NA,2.6275,NA,102.5,NA,5.61,394.5,8.5,NA
"L",183,0.75,2022,NA,0.285,NA,95.9,NA,5.97,288,10,NA
"R",183,0.75,2022,NA,1.285,NA,100.95,NA,5.945,362.5,12,NA
"T",183,0.75,2022,NA,2.225,NA,98.4,NA,5.655,462.5,8.5,NA
"L",184,0.75,2022,NA,0.185,NA,99.2,NA,6.3,303.5,10,NA
"R",184,0.75,2022,NA,0.375,NA,102.05,NA,6.14,296,12,NA
"T",184,0.75,2022,NA,1.135,NA,96.35,NA,5.53,1499,9,NA
"L",186,0.75,2022,NA,0.64,NA,92.95,NA,5.895,413.5,11,NA
"R",186,0.75,2022,NA,2.405,NA,99.9,NA,6.085,363.5,12,NA
"T",186,0.75,2022,NA,3.52,NA,94.3,NA,5.75,398,8.5,NA
"L",188,0.75,2022,NA,0.97,NA,96.25,NA,6,412.5,11,NA
"R",188,0.75,2022,NA,2.0575,NA,103.5,NA,6.17,441.5,12,NA
"T",188,0.75,2022,NA,4.105,NA,97.75,NA,5.69,477.5,8,NA
"L",190,0.75,2022,NA,0.925,NA,97.4,NA,6.19,360,11,NA
"R",190,0.75,2022,NA,2.915,NA,104.8,NA,6.165,406.5,12,NA
"T",190,0.75,2022,NA,1.98,NA,100.3,NA,5.82,2416.5,9,NA
"L",192,0.75,2022,NA,0.57,NA,99.5,NA,6,439,11,NA
"R",192,0.75,2022,NA,2.185,NA,NA,NA,5.985,365,12,NA
"T",192,0.75,2022,NA,2.89,NA,99.3,NA,5.92,367,9,NA
"L",194,0.75,2022,NA,0.18,NA,96.05,NA,6.115,379,11,NA
"R",194,0.75,2022,NA,3.2,NA,100.05,NA,6.115,343,12,NA
"T",194,0.75,2022,NA,2.42,NA,94.65,NA,6.125,367.5,9,NA
"L",196,0.75,2022,NA,0.46,NA,95.3,NA,5.945,412,11,NA
"R",196,0.75,2022,NA,2.81,NA,100.9,NA,6.25,302,12,NA
"T",196,0.75,2022,NA,3.11,NA,94.95,NA,5.98,368.5,9,NA
"L",198,0.75,2022,NA,0.68,NA,99.7,NA,6.405,353.5,11,NA
"R",198,0.75,2022,NA,2.29,NA,99,NA,6.405,343,12,NA
"T",198,0.75,2022,NA,1.36,NA,98.95,NA,6.215,433,9,NA
"L",200,0.75,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,0.75,2022,NA,2.595,NA,99.95,NA,6.41,297.5,12,NA
"T",200,0.75,2022,NA,2.935,NA,98.1,NA,6.005,358.5,9,NA
"L",202,0.75,2022,NA,0.485,NA,95.65,NA,5.94,360,11,NA
"R",202,0.75,2022,NA,0.65,NA,100.6,NA,6.245,308.5,12,NA
"T",202,0.75,2022,NA,2.71,NA,98.85,NA,5.995,477.5,9,NA
"L",204,0.75,2022,NA,1.75,NA,94.8,NA,6.515,289.5,11,NA
"R",204,0.75,2022,NA,2.91,NA,97.75,NA,6.45,288,12,NA
"T",204,0.75,2022,NA,2.205,NA,99.4,NA,6.15,1770,9,NA
"L",206,0.75,2022,NA,0.595,NA,93.75,NA,6.075,302,11,NA
"R",206,0.75,2022,NA,2.0775,NA,101.05,NA,6.325,292.5,12,NA
"T",206,0.75,2022,NA,2.93,NA,91.9,NA,5.715,452.5,9,NA
"L",210,0.75,2022,NA,1.415,NA,96.5,NA,6.345,335,11,NA
"R",210,0.75,2022,NA,0.955,NA,98.55,NA,6.29,337,12,NA
"T",210,0.75,2022,NA,3.175,NA,91.05,NA,5.715,491.5,9,NA
"L",212,0.75,2022,NA,0.33,NA,104.55,NA,6.425,93,10.5,NA
"R",212,0.75,2022,NA,0.37,NA,104.45,NA,6.395,231,12,NA
"T",212,0.75,2022,NA,1.245,NA,99.3,NA,5.86,343.5,9,NA
"L",213,0.75,2022,NA,1.805,NA,103,NA,6.55,378,11,NA
"R",213,0.75,2022,NA,1.02,NA,101.2,NA,6.46,359,12,NA
"T",213,0.75,2022,NA,2.97,NA,97.45,NA,5.865,410,9,NA
"L",214,0.75,2022,NA,1.2725,NA,100.3,NA,6.18,352.5,10,NA
"R",214,0.75,2022,NA,0.68,NA,98.55,NA,6.555,265,12,NA
"T",214,0.75,2022,NA,2.485,NA,92.4,NA,5.995,343.5,9,NA
"L",216,0.75,2022,NA,0.845,NA,105.95,NA,6.61,180.5,10,NA
"R",216,0.75,2022,NA,0.545,NA,101.15,NA,6.45,281.5,12,NA
"T",216,0.75,2022,NA,1.22,NA,99.15,NA,6.075,487,9,NA
"L",218,0.75,2022,NA,1.875,NA,104.7,NA,6.635,297.5,10,NA
"R",218,0.75,2022,NA,0.535,NA,100,NA,6.65,264,12,NA
"T",218,0.75,2022,NA,2.87,NA,100,NA,5.965,386.5,9,NA
